date,P,T,E,Q,Qmm
14/04/1989,0.3,5.5,1.4,NA,NA
15/04/1989,0,2.9,1.1,NA,NA
16/04/1989,0,3.5,1.1,NA,NA
17/04/1989,3.5,7.1,1.7,NA,NA
18/04/1989,2.6,8,1.8,NA,NA
19/04/1989,1.2,6.1,1.5,NA,NA
20/04/1989,0,5.9,1.5,NA,NA
21/04/1989,0,8.6,1.9,NA,NA
22/04/1989,0,13.2,2.6,NA,NA
23/04/1989,0.4,13.3,2.6,NA,NA
24/04/1989,1.3,10.1,2.2,NA,NA
25/04/1989,0,11.1,2.3,NA,NA
26/04/1989,0.1,14.4,2.9,NA,NA
27/04/1989,1.3,9.4,2.1,NA,NA
28/04/1989,5.6,8.9,2.1,NA,NA
29/04/1989,0.8,4.9,1.5,NA,NA
30/04/1989,0.4,6.7,1.7,NA,NA
01/05/1989,0.7,7.1,1.8,NA,NA
02/05/1989,0.4,8,2,NA,NA
03/05/1989,36.3,4.9,1.5,NA,NA
04/05/1989,14.7,3.3,1.3,NA,NA
05/05/1989,0.1,5.9,1.7,NA,NA
06/05/1989,1.7,7.1,1.9,NA,NA
07/05/1989,0.3,8.3,2.1,NA,NA
08/05/1989,5.3,6.8,1.9,NA,NA
09/05/1989,2.6,7.8,2,NA,NA
10/05/1989,3.5,9.5,2.3,NA,NA
11/05/1989,0,13.6,3,NA,NA
12/05/1989,6.3,12.3,2.8,NA,NA
13/05/1989,1.7,8.6,2.2,NA,NA
14/05/1989,0.7,8.2,2.2,NA,NA
15/05/1989,7.1,9.8,2.4,NA,NA
16/05/1989,0.2,10.2,2.5,NA,NA
17/05/1989,7.1,10.9,2.6,NA,NA
18/05/1989,3.8,11.4,2.7,NA,NA
19/05/1989,7.6,11.9,2.8,NA,NA
20/05/1989,3.4,12.9,3,NA,NA
21/05/1989,2.7,11.9,2.8,NA,NA
22/05/1989,7.3,12.4,2.9,NA,NA
23/05/1989,5.5,13.3,3.1,NA,NA
24/05/1989,2.6,14.8,3.3,NA,NA
25/05/1989,18.6,14,3.2,NA,NA
26/05/1989,47,10.9,2.7,NA,NA
27/05/1989,7.3,11.5,2.8,NA,NA
28/05/1989,0,13.3,3.1,NA,NA
29/05/1989,0,13.4,3.1,NA,NA
30/05/1989,0.1,14.1,3.2,NA,NA
31/05/1989,0,13.4,3.1,NA,NA
01/06/1989,0,12.4,3,NA,NA
02/06/1989,0,13,3.1,NA,NA
03/06/1989,0,12.4,3,NA,NA
04/06/1989,0,11.6,2.9,NA,NA
05/06/1989,2.4,13.7,3.2,NA,NA
06/06/1989,0.1,13.1,3.1,NA,NA
07/06/1989,7.2,14.5,3.4,NA,NA
08/06/1989,21.3,13,3.1,NA,NA
09/06/1989,0.5,16.9,3.8,NA,NA
10/06/1989,5.7,12.6,3.1,NA,NA
11/06/1989,0,13.7,3.2,NA,NA
12/06/1989,0,17.8,4,NA,NA
13/06/1989,5.3,14.8,3.4,NA,NA
14/06/1989,0.7,10.1,2.6,NA,NA
15/06/1989,1.4,11.3,2.8,NA,NA
16/06/1989,0,14.2,3.3,NA,NA
17/06/1989,0.4,16.7,3.8,NA,NA
18/06/1989,1.2,15.6,3.6,NA,NA
19/06/1989,1.4,15.6,3.6,NA,NA
20/06/1989,15.7,13.4,3.2,NA,NA
21/06/1989,7.2,11.8,3,NA,NA
22/06/1989,35.6,10,2.6,NA,NA
23/06/1989,8.9,11.6,2.9,NA,NA
24/06/1989,0,13.4,3.2,NA,NA
25/06/1989,6.4,14.7,3.4,NA,NA
26/06/1989,1,12.9,3.1,NA,NA
27/06/1989,0,13,3.1,NA,NA
28/06/1989,9.8,15.8,3.6,NA,NA
29/06/1989,12.6,11.9,2.9,NA,NA
30/06/1989,0,12.6,3.1,NA,NA
01/07/1989,0,14.1,3.3,NA,NA
02/07/1989,0,18.3,4,NA,NA
03/07/1989,9.5,19.7,4.3,NA,NA
04/07/1989,2.4,17.3,3.9,NA,NA
05/07/1989,0,18.6,4.1,NA,NA
06/07/1989,0.1,20.4,4.4,NA,NA
07/07/1989,2.1,21.2,4.5,NA,NA
08/07/1989,7.7,17,3.8,NA,NA
09/07/1989,1.4,16,3.6,NA,NA
10/07/1989,0,18.2,4,NA,NA
11/07/1989,1.1,20.1,4.3,NA,NA
12/07/1989,7.5,17.9,3.9,NA,NA
13/07/1989,11.6,17.2,3.8,NA,NA
14/07/1989,5.4,16.2,3.6,NA,NA
15/07/1989,0,13.3,3.1,NA,NA
16/07/1989,0,12.4,2.9,NA,NA
17/07/1989,0,13.9,3.2,NA,NA
18/07/1989,0,16.2,3.6,NA,NA
19/07/1989,0,17.1,3.7,NA,NA
20/07/1989,0.2,15.3,3.4,NA,NA
21/07/1989,0,12.6,2.9,NA,NA
22/07/1989,0,14,3.1,NA,NA
23/07/1989,0,17.1,3.7,NA,NA
24/07/1989,0.3,20,4.1,NA,NA
25/07/1989,12.9,15.3,3.3,NA,NA
26/07/1989,5.6,12.3,2.8,NA,NA
27/07/1989,2.6,12.8,2.9,NA,NA
28/07/1989,14.1,13.5,3,NA,NA
29/07/1989,21.3,12.4,2.8,NA,NA
30/07/1989,59.9,11.7,2.7,NA,NA
31/07/1989,8.3,13.6,3,NA,NA
01/08/1989,0,12.1,2.7,NA,NA
02/08/1989,0,12.8,2.8,NA,NA
03/08/1989,0,16.3,3.4,NA,NA
04/08/1989,0,18.3,3.6,NA,NA
05/08/1989,0,18.7,3.7,NA,NA
06/08/1989,0,19.2,3.8,NA,NA
07/08/1989,10.4,15.1,3.1,NA,NA
08/08/1989,0,15.6,3.2,NA,NA
09/08/1989,0.3,14.6,3,NA,NA
10/08/1989,0,14.5,3,NA,NA
11/08/1989,0,14.1,2.9,NA,NA
12/08/1989,0,14.2,2.9,NA,NA
13/08/1989,0,14.7,3,NA,NA
14/08/1989,0,16.6,3.2,NA,NA
15/08/1989,0,17.9,3.4,NA,NA
16/08/1989,23.1,19.1,3.6,NA,NA
17/08/1989,40.9,14,2.8,NA,NA
18/08/1989,7.8,14.3,2.8,NA,NA
19/08/1989,5.7,13.3,2.7,NA,NA
20/08/1989,2.1,14,2.7,NA,NA
21/08/1989,4.7,12.4,2.5,NA,NA
22/08/1989,4.8,12.1,2.4,NA,NA
23/08/1989,1.7,12,2.4,NA,NA
24/08/1989,0,14.1,2.7,NA,NA
25/08/1989,23.1,17,3,NA,NA
26/08/1989,10.5,14.2,2.6,NA,NA
27/08/1989,1.2,13.5,2.5,NA,NA
28/08/1989,1.4,12.8,2.4,NA,NA
29/08/1989,22.6,11.8,2.3,NA,NA
30/08/1989,0.5,13.4,2.5,NA,NA
31/08/1989,0,16.1,2.8,NA,NA
01/09/1989,0,15.1,2.6,NA,NA
02/09/1989,0,14.4,2.5,NA,NA
03/09/1989,0,15.6,2.7,NA,NA
04/09/1989,0,15.8,2.7,NA,NA
05/09/1989,0,14.2,2.5,NA,NA
06/09/1989,0,14.1,2.4,NA,NA
07/09/1989,0,15.8,2.6,NA,NA
08/09/1989,1.2,17.1,2.7,NA,NA
09/09/1989,0,12.6,2.2,NA,NA
10/09/1989,0,11.7,2,NA,NA
11/09/1989,0,15.2,2.4,NA,NA
12/09/1989,0,18,2.7,NA,NA
13/09/1989,0,15,2.4,NA,NA
14/09/1989,0,10.9,1.9,NA,NA
15/09/1989,0,12.6,2,NA,NA
16/09/1989,0,11.7,1.9,NA,NA
17/09/1989,0,7.1,1.4,NA,NA
18/09/1989,0,6,1.2,NA,NA
19/09/1989,0,4.8,1.1,NA,NA
20/09/1989,0,4.8,1.1,NA,NA
21/09/1989,0,5.5,1.1,NA,NA
22/09/1989,0,6.9,1.3,NA,NA
23/09/1989,0,8.2,1.4,NA,NA
24/09/1989,2.1,9.3,1.5,NA,NA
25/09/1989,1.1,12.7,1.8,NA,NA
26/09/1989,0,12.5,1.8,NA,NA
27/09/1989,0,11.8,1.7,NA,NA
28/09/1989,0.5,13.7,1.9,NA,NA
29/09/1989,1.4,12.9,1.8,NA,NA
30/09/1989,0,13.6,1.8,NA,NA
01/10/1989,4.5,12.6,1.7,NA,NA
02/10/1989,13.2,8.8,1.3,NA,NA
03/10/1989,0,8.6,1.3,NA,NA
04/10/1989,0,10.9,1.5,NA,NA
05/10/1989,0.1,14.9,1.8,NA,NA
06/10/1989,37.3,17.7,2.1,NA,NA
07/10/1989,12.1,9.1,1.3,NA,NA
08/10/1989,0,11.8,1.5,NA,NA
09/10/1989,5.9,11.2,1.4,NA,NA
10/10/1989,0,8.3,1.1,NA,NA
11/10/1989,0,6.3,1,NA,NA
12/10/1989,0,8.2,1.1,NA,NA
13/10/1989,0,8.7,1.1,NA,NA
14/10/1989,0,11,1.3,NA,NA
15/10/1989,0,10.7,1.3,NA,NA
16/10/1989,0,10.6,1.2,NA,NA
17/10/1989,0,11.1,1.3,NA,NA
18/10/1989,0,13.8,1.5,NA,NA
19/10/1989,0.4,15.7,1.6,NA,NA
20/10/1989,0.1,16.8,1.6,NA,NA
21/10/1989,5.6,18.2,1.7,NA,NA
22/10/1989,2.5,14.7,1.5,NA,NA
23/10/1989,0.8,12.5,1.3,NA,NA
24/10/1989,22.1,15,1.4,NA,NA
25/10/1989,6,11.8,1.2,NA,NA
26/10/1989,1.4,9.5,1,NA,NA
27/10/1989,0.4,10.8,1.1,NA,NA
28/10/1989,0,8.6,0.9,NA,NA
29/10/1989,0,8.1,0.9,NA,NA
30/10/1989,0,9.3,0.9,NA,NA
31/10/1989,7,11,1,NA,NA
01/11/1989,0.2,6.8,0.8,NA,NA
02/11/1989,1.2,9.7,0.9,NA,NA
03/11/1989,2.7,14.6,1.2,NA,NA
04/11/1989,2.7,11.7,1,NA,NA
05/11/1989,0,9.7,0.9,NA,NA
06/11/1989,0,9.6,0.9,NA,NA
07/11/1989,0,8.7,0.8,NA,NA
08/11/1989,0,8.4,0.8,NA,NA
09/11/1989,0,9.5,0.8,NA,NA
10/11/1989,0,9.2,0.8,NA,NA
11/11/1989,0,9.5,0.8,NA,NA
12/11/1989,4.2,11.8,0.9,NA,NA
13/11/1989,18.5,4.8,0.5,NA,NA
14/11/1989,12.2,6.9,0.6,NA,NA
15/11/1989,10.4,6.2,0.6,NA,NA
16/11/1989,6.2,3.6,0.4,NA,NA
17/11/1989,2.5,2.9,0.4,NA,NA
18/11/1989,0.1,1.1,0.3,NA,NA
19/11/1989,0,-0.4,0.2,NA,NA
20/11/1989,1.4,2.2,0.4,NA,NA
21/11/1989,2.2,4.6,0.5,NA,NA
22/11/1989,3.1,1,0.3,NA,NA
23/11/1989,0.2,1,0.3,NA,NA
24/11/1989,10.2,4.9,0.5,NA,NA
25/11/1989,2.5,0.2,0.3,NA,NA
26/11/1989,1.2,-0.2,0.2,NA,NA
27/11/1989,0.8,-2.5,0.1,NA,NA
28/11/1989,0,-3.1,0.1,NA,NA
29/11/1989,0.5,-3.8,0.1,NA,NA
30/11/1989,0,-4,0,NA,NA
01/12/1989,0,-4.7,0,NA,NA
02/12/1989,0,-4.2,0,NA,NA
03/12/1989,0,-5.1,0,NA,NA
04/12/1989,0,0.8,0.2,NA,NA
05/12/1989,7.3,5.2,0.4,NA,NA
06/12/1989,4.7,6,0.5,NA,NA
07/12/1989,12.7,9.6,0.6,NA,NA
08/12/1989,4.8,7.4,0.5,NA,NA
09/12/1989,0,4.6,0.4,NA,NA
10/12/1989,0,4.5,0.4,NA,NA
11/12/1989,0.2,9.4,0.6,NA,NA
12/12/1989,6.2,7.4,0.5,NA,NA
13/12/1989,0,4.6,0.4,NA,NA
14/12/1989,0,1.4,0.3,NA,NA
15/12/1989,0,-0.5,0.2,NA,NA
16/12/1989,0,-0.5,0.2,NA,NA
17/12/1989,0,2.3,0.3,NA,NA
18/12/1989,0,2.2,0.3,NA,NA
19/12/1989,0,0.4,0.2,NA,NA
20/12/1989,0,1.7,0.3,NA,NA
21/12/1989,3.6,6.3,0.5,NA,NA
22/12/1989,0.8,7,0.5,NA,NA
23/12/1989,3.9,9.4,0.6,NA,NA
24/12/1989,6.4,11.2,0.7,NA,NA
25/12/1989,0,5.8,0.4,NA,NA
26/12/1989,2,3.6,0.3,NA,NA
27/12/1989,7.7,5.2,0.4,NA,NA
28/12/1989,6.1,0.6,0.2,NA,NA
29/12/1989,0.3,-1.3,0.2,NA,NA
30/12/1989,3.6,1.3,0.3,NA,NA
31/12/1989,2.7,2.3,0.3,NA,NA
01/01/1990,0,2.4,0.3,8300,1.992
02/01/1990,9.3,4.7,0.4,7500,1.8
03/01/1990,3.2,3.1,0.4,11900,2.856
04/01/1990,7.3,2.7,0.3,10000,2.4
05/01/1990,0,-3.3,0.1,13800,3.312
06/01/1990,0,-3.4,0.1,12800,3.072
07/01/1990,0,-1.8,0.1,10900,2.616
08/01/1990,0,-0.5,0.2,9100,2.184
09/01/1990,0.1,-1.2,0.2,9100,2.184
10/01/1990,0.2,1.2,0.3,9100,2.184
11/01/1990,2.9,2.6,0.3,7150,1.716
12/01/1990,0.2,-0.3,0.2,7500,1.8
13/01/1990,0,0.2,0.2,6750,1.62
14/01/1990,0,-0.6,0.2,5950,1.428
15/01/1990,0,-0.8,0.2,5150,1.236
16/01/1990,3.3,0.6,0.3,5150,1.236
17/01/1990,4.6,1.5,0.3,5150,1.236
18/01/1990,0.8,-0.9,0.2,5150,1.236
19/01/1990,1.8,-1,0.2,5150,1.236
20/01/1990,1.1,0.3,0.3,4610,1.1064
21/01/1990,0,-0.7,0.2,4090,0.9816
22/01/1990,5,-1.6,0.2,3620,0.8688
23/01/1990,13.1,1,0.3,4090,0.9816
24/01/1990,14.6,7.2,0.6,11900,2.856
25/01/1990,4,3.1,0.4,20800,4.992
26/01/1990,0.8,2.5,0.4,19600,4.704
27/01/1990,0.1,2.3,0.4,16900,4.056
28/01/1990,3.3,4.1,0.5,15900,3.816
29/01/1990,7.7,1.5,0.4,12800,3.072
30/01/1990,10.3,0.1,0.3,11900,2.856
31/01/1990,3.7,0.1,0.3,10900,2.616
01/02/1990,15.3,3.1,0.5,15900,3.816
02/02/1990,3.2,3.2,0.5,27300,6.552
03/02/1990,2.7,0,0.3,24200,5.808
04/02/1990,2.2,-0.2,0.3,20800,4.992
05/02/1990,8,1.7,0.4,19600,4.704
06/02/1990,14.3,1.1,0.4,23100,5.544
07/02/1990,6.3,0.4,0.3,22500,5.4
08/02/1990,0,-1.1,0.2,20800,4.992
09/02/1990,5.9,-2.9,0.1,18500,4.44
10/02/1990,9.2,-3.7,0.1,16400,3.936
11/02/1990,6.1,-5.6,0,14800,3.552
12/02/1990,0.1,-4.4,0.1,11900,2.856
13/02/1990,0,-4.6,0.1,10000,2.4
14/02/1990,2.8,-4.4,0,8700,2.088
15/02/1990,10.6,-2.6,0.2,8300,1.992
16/02/1990,8.8,7.8,0.9,21300,5.112
17/02/1990,7.2,7.7,0.9,44700,10.728
18/02/1990,4.9,2.6,0.5,53500,12.84
19/02/1990,1.8,6.7,0.9,49000,11.76
20/02/1990,0,5.8,0.8,41100,9.864
21/02/1990,1.2,5.6,0.8,33600,8.064
22/02/1990,0,6.5,0.9,29100,6.984
23/02/1990,0.3,10.4,1.2,24800,5.952
24/02/1990,0,12.4,1.4,21900,5.256
25/02/1990,5.1,9.5,1.2,20800,4.992
26/02/1990,0.8,7.9,1,19600,4.704
27/02/1990,1.4,7,1,18000,4.32
28/02/1990,0,7.8,1,15900,3.816
01/03/1990,1.5,6.7,1,15300,3.672
02/03/1990,0,6.6,1,10000,2.4
03/03/1990,2.3,7.3,1.1,8700,2.088
04/03/1990,3.4,6.5,1,8300,1.992
05/03/1990,0,2.5,0.7,7900,1.896
06/03/1990,0,1.6,0.6,6350,1.524
07/03/1990,0,1,0.6,5950,1.428
08/03/1990,0,3,0.7,5950,1.428
09/03/1990,0,4.6,0.9,5150,1.236
10/03/1990,0,5.9,1,4090,0.9816
11/03/1990,0,7.7,1.2,3620,0.8688
12/03/1990,3.2,6,1.1,2770,0.6648
13/03/1990,0,3.9,0.9,3180,0.7632
14/03/1990,1.7,3.8,0.9,3180,0.7632
15/03/1990,0.2,6.4,1.1,3180,0.7632
16/03/1990,6.7,5.2,1,3620,0.8688
17/03/1990,6.3,1.6,0.7,3180,0.7632
18/03/1990,0.4,0.2,0.5,3180,0.7632
19/03/1990,25.2,1.9,0.7,3180,0.7632
20/03/1990,12.5,8.7,1.5,12800,3.072
21/03/1990,4.5,2.7,0.8,20200,4.848
22/03/1990,6.9,3.2,0.9,16900,4.056
23/03/1990,10.2,4.3,1,16900,4.056
24/03/1990,4.9,1.9,0.8,18000,4.32
25/03/1990,7.5,5.7,1.2,20200,4.848
26/03/1990,11.1,4.7,1.1,22500,5.4
27/03/1990,0,6.3,1.3,24800,5.952
28/03/1990,0,10.5,1.8,23600,5.664
29/03/1990,0.6,10.5,1.8,22500,5.4
30/03/1990,11,6.2,1.3,22500,5.4
31/03/1990,0,6.9,1.4,20200,4.848
01/04/1990,0.4,7.2,1.5,16900,4.056
02/04/1990,0,7.1,1.5,15300,3.672
03/04/1990,1,6.4,1.4,14800,3.552
04/04/1990,1.6,7.4,1.5,13800,3.312
05/04/1990,3.1,7.5,1.6,8300,1.992
06/04/1990,0,4.3,1.2,10000,2.4
07/04/1990,0,3.5,1.1,8300,1.992
08/04/1990,0,3.5,1.1,7150,1.716
09/04/1990,0,4.5,1.3,5950,1.428
10/04/1990,2.4,5,1.3,5950,1.428
11/04/1990,2.1,1.9,0.9,5150,1.236
12/04/1990,0.8,1.8,0.9,5150,1.236
13/04/1990,8.4,3,1,4880,1.1712
14/04/1990,16.1,1.3,0.8,6750,1.62
15/04/1990,2.9,0.2,0.7,7900,1.896
16/04/1990,0,1.8,0.9,6750,1.62
17/04/1990,0.4,1.5,0.9,6750,1.62
18/04/1990,12.2,3.7,1.2,8300,1.992
19/04/1990,8.8,7.4,1.7,12800,3.072
20/04/1990,6.3,7.6,1.8,16400,3.936
21/04/1990,2.5,5.8,1.5,22500,5.4
22/04/1990,0,6,1.6,21300,5.112
23/04/1990,0,8.1,1.9,19100,4.584
24/04/1990,1.7,8.1,1.9,16900,4.056
25/04/1990,2.5,8.6,2,15300,3.672
26/04/1990,9.9,8.7,2,14800,3.552
27/04/1990,7.5,6.6,1.7,20200,4.848
28/04/1990,0.3,8.8,2.1,19600,4.704
29/04/1990,6.3,9.6,2.2,18000,4.32
30/04/1990,4.6,9.2,2.1,19100,4.584
01/05/1990,1.1,7.8,1.9,16900,4.056
02/05/1990,0,8,2,14300,3.432
03/05/1990,0,10.6,2.4,10900,2.616
04/05/1990,0,13.8,2.9,10500,2.52
05/05/1990,0.4,12.1,2.6,9550,2.292
06/05/1990,9.1,7.7,2,8700,2.088
07/05/1990,0,7,1.8,10000,2.4
08/05/1990,13.4,10,2.4,7150,1.716
09/05/1990,4,9.1,2.2,10500,2.52
10/05/1990,0,11.3,2.6,11900,2.856
11/05/1990,0,6.6,1.8,10000,2.4
12/05/1990,8.6,7.4,2,9550,2.292
13/05/1990,5.3,5.9,1.7,10500,2.52
14/05/1990,2.5,7.6,2,11400,2.736
15/05/1990,1.8,9.2,2.3,10900,2.616
16/05/1990,0,11.8,2.7,10500,2.52
17/05/1990,2.4,13.8,3.1,9100,2.184
18/05/1990,13.3,12.1,2.8,10000,2.4
19/05/1990,5.8,10.8,2.6,13300,3.192
20/05/1990,4.3,11.7,2.8,13300,3.192
21/05/1990,20,11.1,2.7,11900,2.856
22/05/1990,9.8,7.3,2,23600,5.664
23/05/1990,2.1,8,2.2,28500,6.84
24/05/1990,1.6,10.3,2.6,26000,6.24
25/05/1990,3.7,8,2.2,23100,5.544
26/05/1990,0.2,10.4,2.6,20800,4.992
27/05/1990,0,14,3.2,16900,4.056
28/05/1990,0,14.2,3.2,14300,3.432
29/05/1990,0.1,14.9,3.4,11900,2.856
30/05/1990,0.7,15.6,3.5,10500,2.52
31/05/1990,2.2,16.3,3.6,9100,2.184
01/06/1990,0,17.2,3.8,7900,1.896
02/06/1990,1.1,18.4,4,4610,1.1064
03/06/1990,1.5,17.6,3.9,4090,0.9816
04/06/1990,0,18,3.9,3620,0.8688
05/06/1990,0,19.4,4.2,3850,0.924
06/06/1990,1.1,17.6,3.9,4880,1.1712
07/06/1990,16.5,16.8,3.8,5150,1.236
08/06/1990,0,17.8,3.9,4350,1.044
09/06/1990,0.4,19,4.2,2590,0.6216
10/06/1990,0,16.4,3.7,2970,0.7128
11/06/1990,0,12.5,3,2070,0.4968
12/06/1990,0,13,3.1,1910,0.4584
13/06/1990,0,12.2,3,1910,0.4584
14/06/1990,0.3,13.6,3.2,1910,0.4584
15/06/1990,2.1,13.1,3.2,1760,0.4224
16/06/1990,4.1,9.8,2.6,1760,0.4224
17/06/1990,0,10,2.6,2070,0.4968
18/06/1990,4.7,12.1,3,1760,0.4224
19/06/1990,0.5,12.8,3.1,2070,0.4968
20/06/1990,1.8,14.5,3.4,1490,0.3576
21/06/1990,0,14.2,3.4,1360,0.3264
22/06/1990,2.3,14.1,3.3,1250,0.3
23/06/1990,8.9,12.4,3,1250,0.3
24/06/1990,3.9,10.2,2.7,1620,0.3888
25/06/1990,2.3,9.7,2.6,1620,0.3888
26/06/1990,3.2,10.4,2.7,1620,0.3888
27/06/1990,2,9.3,2.5,1620,0.3888
28/06/1990,0,11,2.8,1760,0.4224
29/06/1990,0,14.4,3.4,1620,0.3888
30/06/1990,6.5,15.8,3.6,1490,0.3576
01/07/1990,0,14,3.3,1250,0.3
02/07/1990,0.6,14.2,3.3,1250,0.3
03/07/1990,3.4,16.9,3.8,1250,0.3
04/07/1990,3,12.1,2.9,1360,0.3264
05/07/1990,9.6,11.5,2.9,1360,0.3264
06/07/1990,4.7,11.1,2.8,1620,0.3888
07/07/1990,0.1,10.1,2.6,2230,0.5352
08/07/1990,0,13.5,3.2,1760,0.4224
09/07/1990,0.1,14.9,3.4,1620,0.3888
10/07/1990,0,17.5,3.8,1490,0.3576
11/07/1990,4.9,16.7,3.7,1360,0.3264
12/07/1990,0,17.9,3.9,1360,0.3264
13/07/1990,0,20.1,4.3,1360,0.3264
14/07/1990,0,20.5,4.3,1250,0.3
15/07/1990,0,18.2,3.9,1130,0.2712
16/07/1990,0,18.1,3.9,1130,0.2712
17/07/1990,0,21.5,4.5,1030,0.2472
18/07/1990,9,16.4,3.6,930,0.2232
19/07/1990,0,12.9,3,930,0.2232
20/07/1990,0,13.5,3.1,1030,0.2472
21/07/1990,0,13.8,3.1,1030,0.2472
22/07/1990,0,15,3.3,930,0.2232
23/07/1990,0,17.7,3.8,930,0.2232
24/07/1990,0,19.2,4,835,0.2004
25/07/1990,0,20.2,4.1,835,0.2004
26/07/1990,13.7,16.4,3.5,835,0.2004
27/07/1990,0,19.2,3.9,1030,0.2472
28/07/1990,0,22.2,4.4,930,0.2232
29/07/1990,0,24.1,4.7,750,0.18
30/07/1990,9.3,21.3,4.2,835,0.2004
31/07/1990,10.9,14,3,835,0.2004
01/08/1990,0,15.2,3.2,1130,0.2712
02/08/1990,0.7,17.7,3.6,835,0.2004
03/08/1990,0.2,17.7,3.6,835,0.2004
04/08/1990,0,17.1,3.5,750,0.18
05/08/1990,0,17.1,3.5,670,0.1608
06/08/1990,12.9,18.8,3.7,670,0.1608
07/08/1990,23.1,11.2,2.5,1130,0.2712
08/08/1990,1.6,12.7,2.7,2970,0.7128
09/08/1990,1.5,12.8,2.7,1490,0.3576
10/08/1990,1,12.4,2.7,1250,0.3
11/08/1990,0,12.9,2.7,1130,0.2712
12/08/1990,0,15.1,3,930,0.2232
13/08/1990,0,15.6,3.1,835,0.2004
14/08/1990,0,16.3,3.2,835,0.2004
15/08/1990,1.3,17.3,3.3,750,0.18
16/08/1990,1.4,15.9,3.1,750,0.18
17/08/1990,0,14.3,2.8,750,0.18
18/08/1990,0,15.2,2.9,670,0.1608
19/08/1990,0,18.9,3.5,595,0.1428
20/08/1990,0,20.2,3.6,595,0.1428
21/08/1990,0,19.5,3.5,595,0.1428
22/08/1990,2.3,20.5,3.6,595,0.1428
23/08/1990,0.7,19.5,3.4,595,0.1428
24/08/1990,0,17.5,3.1,595,0.1428
25/08/1990,0,17.2,3.1,525,0.126
26/08/1990,0,14.4,2.7,525,0.126
27/08/1990,0,12.1,2.3,525,0.126
28/08/1990,0,12.2,2.3,525,0.126
29/08/1990,0,13.8,2.5,525,0.126
30/08/1990,1.9,12.3,2.3,595,0.1428
31/08/1990,0,10.2,2,461,0.11064
01/09/1990,0,11,2.1,930,0.2232
02/09/1990,0,11.5,2.2,461,0.11064
03/09/1990,0,12.9,2.3,525,0.126
04/09/1990,0.2,15.8,2.7,595,0.1428
05/09/1990,4.7,16,2.7,461,0.11064
06/09/1990,8,14.3,2.4,595,0.1428
07/09/1990,17.6,14.6,2.4,930,0.2232
08/09/1990,2.4,16.5,2.7,1360,0.3264
09/09/1990,1.3,18,2.8,930,0.2232
10/09/1990,0,16.9,2.7,930,0.2232
11/09/1990,1.9,16.5,2.6,930,0.2232
12/09/1990,0,11.6,2,670,0.1608
13/09/1990,0,11.4,1.9,670,0.1608
14/09/1990,0,15.5,2.4,595,0.1428
15/09/1990,0,11.9,2,595,0.1428
16/09/1990,0,13.5,2.1,525,0.126
17/09/1990,0,15.7,2.3,461,0.11064
18/09/1990,0,13.8,2.1,461,0.11064
19/09/1990,0,10.7,1.7,461,0.11064
20/09/1990,0,8.8,1.5,461,0.11064
21/09/1990,0,7.9,1.4,461,0.11064
22/09/1990,0,10.7,1.7,461,0.11064
23/09/1990,0,12.3,1.8,461,0.11064
24/09/1990,0,14.2,2,461,0.11064
25/09/1990,0,16.8,2.2,461,0.11064
26/09/1990,0,14.3,2,461,0.11064
27/09/1990,2.1,10.3,1.5,461,0.11064
28/09/1990,0,10.4,1.5,461,0.11064
29/09/1990,1.2,11.7,1.6,525,0.126
30/09/1990,0.9,8.6,1.3,525,0.126
01/10/1990,0.8,5.9,1.1,525,0.126
02/10/1990,0,6.2,1.1,595,0.1428
03/10/1990,4.3,6.8,1.1,595,0.1428
04/10/1990,0,6.7,1.1,595,0.1428
05/10/1990,0,6.5,1.1,670,0.1608
06/10/1990,0,8.3,1.2,670,0.1608
07/10/1990,0,11.5,1.5,595,0.1428
08/10/1990,0,14.2,1.7,595,0.1428
09/10/1990,0,14.9,1.7,525,0.126
10/10/1990,0,17.8,1.9,525,0.126
11/10/1990,0,15.2,1.7,403,0.09672
12/10/1990,0,13.1,1.5,300,0.072
13/10/1990,0,13.3,1.5,461,0.11064
14/10/1990,0,13.8,1.5,461,0.11064
15/10/1990,2.9,12.8,1.4,461,0.11064
16/10/1990,0.7,10.8,1.2,595,0.1428
17/10/1990,21.5,6.8,0.9,670,0.1608
18/10/1990,1.9,5.2,0.8,1130,0.2712
19/10/1990,0,4.6,0.7,930,0.2232
20/10/1990,0.8,3,0.6,750,0.18
21/10/1990,0.8,6,0.8,750,0.18
22/10/1990,0.6,6.1,0.8,670,0.1608
23/10/1990,0,9,1,670,0.1608
24/10/1990,0,7.7,0.9,595,0.1428
25/10/1990,0.1,7.7,0.9,595,0.1428
26/10/1990,2.4,8.9,1,525,0.126
27/10/1990,0,8.1,0.9,595,0.1428
28/10/1990,0,3.8,0.6,595,0.1428
29/10/1990,0,4.9,0.7,595,0.1428
30/10/1990,0,5.7,0.7,595,0.1428
31/10/1990,0,7.3,0.8,595,0.1428
01/11/1990,0,6.4,0.7,595,0.1428
02/11/1990,0,5.2,0.6,595,0.1428
03/11/1990,0,4.5,0.6,595,0.1428
04/11/1990,0,8.3,0.8,595,0.1428
05/11/1990,0,6.1,0.7,595,0.1428
06/11/1990,0,4.9,0.6,595,0.1428
07/11/1990,0,5.8,0.6,595,0.1428
08/11/1990,0,6.5,0.7,595,0.1428
09/11/1990,0,5.1,0.6,595,0.1428
