date,P,T,E,Qls,Qmm
26/06/1992,10.03,11.4583,4.383,111941.4583,3.1607
27/06/1992,2.91,8.59165,4.394,123391.6667,3.484
28/06/1992,0,10.9778,4.403,108506.0417,3.0637
29/06/1992,1.25,13.2639,4.412,95908.33333,2.708
30/06/1992,1.49,13.9861,4.42,90181.45833,2.5463
01/07/1992,3.68,13.875,4.427,85888.95833,2.4251
02/07/1992,20.88,14.13885,4.433,84458.125,2.3847
03/07/1992,11.53,13.3972,4.439,101061.4583,2.8535
04/07/1992,1.5,12.98615,4.445,92472.91667,2.611
05/07/1992,4.36,13.2139,4.449,85028.33333,2.4008
06/07/1992,2.11,13.90275,4.453,79875.20833,2.2553
07/07/1992,0,15.5889,4.456,73004.375,2.0613
08/07/1992,0.92,16.7222,4.459,67277.5,1.8996
09/07/1992,1.81,16.5333,4.46,64128.95833,1.8107
10/07/1992,0.73,14.375,4.461,62985,1.7784
11/07/1992,0.89,13.22775,4.462,58405.625,1.6491
12/07/1992,6.09,13.2278,4.461,54109.58333,1.5278
13/07/1992,4.11,12.6417,4.46,53535.83333,1.5116
14/07/1992,7.09,9.8889,4.458,56687.91667,1.6006
15/07/1992,1.65,12.5028,4.456,62985,1.7784
16/07/1992,0,13.7417,4.453,56401.04167,1.5925
17/07/1992,0,13.19165,4.449,50100.41667,1.4146
18/07/1992,0,12.6083,4.444,46378.125,1.3095
19/07/1992,0,13.33615,4.439,43803.33333,1.2368
20/07/1992,0,15.3,4.433,41798.75,1.1802
21/07/1992,0,16.94445,4.426,40081.04167,1.1317
22/07/1992,0.04,19.4083,4.419,38076.45833,1.0751
23/07/1992,0.09,19.03615,4.411,36071.875,1.0185
24/07/1992,0,17.0111,4.402,34067.29167,0.9619
25/07/1992,0,16.37225,4.393,32636.45833,0.9215
26/07/1992,0,16.3111,4.383,31205.625,0.8811
27/07/1992,0.25,16.84445,4.372,29487.91667,0.8326
28/07/1992,0,17.49165,4.361,28372.29167,0.8011
29/07/1992,0,17.9778,4.349,27196.45833,0.7679
30/07/1992,0.56,16.79445,4.336,25793.95833,0.7283
31/07/1992,1.37,16.3111,4.322,24965.20833,0.7049
01/08/1992,0,16.70835,4.308,24965.20833,0.7049
02/08/1992,0.75,15.01665,4.294,24132.91667,0.6814
03/08/1992,0.11,13.56665,4.278,23877.91667,0.6742
04/08/1992,0.04,11.23335,4.262,23877.91667,0.6742
05/08/1992,0,11.9917,4.245,22818.95833,0.6443
06/08/1992,0,11.3722,4.228,21760,0.6144
07/08/1992,0,12.4056,4.21,20984.375,0.5925
08/08/1992,0.05,14.5,4.191,20240.625,0.5715
09/08/1992,0,14.325,4.172,19496.875,0.5505
10/08/1992,0,14.3083,4.152,19040,0.5376
11/08/1992,0.18,16.0056,4.132,18579.58333,0.5246
12/08/1992,0.29,16.25,4.111,18122.70833,0.5117
13/08/1992,0,15.68615,4.089,17665.83333,0.4988
14/08/1992,0.87,15.38055,4.067,17205.41667,0.4858
15/08/1992,0,15.225,4.044,16748.54167,0.4729
16/08/1992,0.04,13.5278,4.021,16320,0.4608
17/08/1992,0.52,13.3611,3.997,16118.125,0.4551
18/08/1992,16.67,10.46115,3.972,22015,0.6216
19/08/1992,0.02,7.36945,3.947,22818.95833,0.6443
20/08/1992,0.15,11.875,3.922,19755.41667,0.5578
21/08/1992,0.04,12.4111,3.895,17892.5,0.5052
22/08/1992,0,12.95,3.869,16748.54167,0.4729
23/08/1992,0,12.90555,3.841,15916.25,0.4494
24/08/1992,0,13.44165,3.814,15289.375,0.4317
25/08/1992,0,11.9333,3.785,14687.29167,0.4147
26/08/1992,0,11.9667,3.757,14287.08333,0.4034
27/08/1992,0.85,11.39725,3.727,14085.20833,0.3977
28/08/1992,0,8.475,3.698,14287.08333,0.4034
29/08/1992,0,7.8278,3.667,14287.08333,0.4034
30/08/1992,0.53,7.41115,3.637,13685,0.3864
31/08/1992,8.81,8.6028,3.606,14085.20833,0.3977
01/09/1992,0.18,10.79165,3.574,16118.125,0.4551
02/09/1992,18.06,11.30275,3.542,19266.66667,0.544
03/09/1992,0.4,9.61665,3.509,26080.83333,0.7364
04/09/1992,0,11.7639,3.476,19982.08333,0.5642
05/09/1992,0,13.3222,3.443,16546.66667,0.4672
06/09/1992,0.08,13.96665,3.409,15087.5,0.426
07/09/1992,0.33,13.3861,3.375,14485.41667,0.409
08/09/1992,0.2,14.12775,3.341,13886.875,0.3921
09/09/1992,0,14.45835,3.306,13511.45833,0.3815
10/09/1992,11.15,14.30835,3.271,13139.58333,0.371
11/09/1992,11.24,15.025,3.235,16118.125,0.4551
12/09/1992,2.31,12.4611,3.199,20499.16667,0.5788
13/09/1992,6.32,13.7806,3.163,20240.625,0.5715
14/09/1992,0.02,14.85275,3.127,21760,0.6144
15/09/1992,1.45,12.00555,3.09,17205.41667,0.4858
16/09/1992,0.19,11.58335,3.053,15487.70833,0.4373
17/09/1992,0,12.6861,3.015,14885.625,0.4203
18/09/1992,16.42,8.99165,2.977,14687.29167,0.4147
19/09/1992,7.23,8.53055,2.939,20757.70833,0.5861
20/09/1992,14.81,8.6278,2.901,39223.95833,1.1075
21/09/1992,7.05,5.8611,2.863,54109.58333,1.5278
22/09/1992,1.46,4.9861,2.824,42085.625,1.1883
23/09/1992,2.1,7.83615,2.785,33210.20833,0.9377
24/09/1992,0,8.0778,2.746,31205.625,0.8811
25/09/1992,0,8.24445,2.707,28630.83333,0.8084
26/09/1992,0,9.57225,2.667,25507.08333,0.7202
27/09/1992,0,11.55,2.627,23332.5,0.6588
28/09/1992,0,11.25835,2.588,21501.45833,0.6071
29/09/1992,0,11.71665,2.548,20240.625,0.5715
30/09/1992,0,11.49165,2.507,19266.66667,0.544
01/10/1992,0,8.94725,2.467,18494.58333,0.5222
02/10/1992,0,8.92225,2.427,17807.5,0.5028
03/10/1992,0,10.2417,2.386,17290.41667,0.4882
04/10/1992,0,10.9,2.346,16720.20833,0.4721
05/10/1992,0,10.8861,2.305,16203.125,0.4575
06/10/1992,0,10.975,2.264,15746.25,0.4446
07/10/1992,0,12.175,2.224,15374.375,0.4341
08/10/1992,0,11.2917,2.183,15087.5,0.426
09/10/1992,0,7.65835,2.142,14658.95833,0.4139
10/10/1992,0,5.88335,2.101,14287.08333,0.4034
11/10/1992,0,7.15835,2.06,14085.20833,0.3977
12/10/1992,13.03,6.9194,2.02,14315.41667,0.4042
13/10/1992,0.99,6.28615,1.979,18437.91667,0.5206
14/10/1992,11.55,2.8583,1.938,18122.70833,0.5117
15/10/1992,6.82,2.6083,1.897,17892.5,0.5052
16/10/1992,0.8,3.20555,1.856,18122.70833,0.5117
17/10/1992,2.7,3.0167,1.816,16978.75,0.4794
18/10/1992,0.35,3.2972,1.775,16748.54167,0.4729
19/10/1992,0,4.24445,1.735,16546.66667,0.4672
20/10/1992,0,5.2389,1.694,16118.125,0.4551
21/10/1992,3.68,5.50555,1.654,15689.58333,0.443
22/10/1992,1.81,2.05835,1.614,15916.25,0.4494
23/10/1992,0,-0.40555,1.574,16320,0.4608
24/10/1992,0,0.4639,1.534,15289.375,0.4317
25/10/1992,2.6,0.62225,1.495,14885.625,0.4203
26/10/1992,7.13,1.48335,1.455,15689.58333,0.443
27/10/1992,0.04,1.45555,1.416,15689.58333,0.443
28/10/1992,0,0.70835,1.377,15087.5,0.426
29/10/1992,0,2.16665,1.338,14687.29167,0.4147
30/10/1992,0,2.5417,1.299,14287.08333,0.4034
31/10/1992,0,4.2861,1.261,14485.41667,0.409
01/11/1992,0.13,2.625,1.222,14287.08333,0.4034
02/11/1992,9.54,3.2639,1.184,15689.58333,0.443
03/11/1992,0.46,1.975,1.147,18122.70833,0.5117
04/11/1992,0,7.3667,1.109,17435.625,0.4923
05/11/1992,2.29,4.83055,1.072,16546.66667,0.4672
06/11/1992,17,2.8111,1.035,21760,0.6144
07/11/1992,64.85,4.30275,0.999,58405.625,1.6491
08/11/1992,15.25,3.58055,0.963,113659.1667,3.2092
09/11/1992,10.21,1.85835,0.927,81022.70833,2.2877
10/11/1992,1.65,0.00835,0.891,64128.95833,1.8107
11/11/1992,2.54,-2.2639,0.856,51818.125,1.4631
12/11/1992,0.38,-2.38335,0.821,45234.16667,1.2772
13/11/1992,0,-3.8639,0.787,40081.04167,1.1317
14/11/1992,0.04,-6.5417,0.753,33210.20833,0.9377
15/11/1992,0,-7.44165,0.719,28372.29167,0.8011
16/11/1992,0,-7.27225,0.686,27196.45833,0.7679
17/11/1992,0,-5.85,0.653,27196.45833,0.7679
18/11/1992,1.01,-2.34725,0.62,30918.75,0.873
19/11/1992,1.2,-2.2889,0.588,32066.25,0.9054
20/11/1992,0,-3.0917,0.557,29487.91667,0.8326
21/11/1992,7.47,-1.3667,0.526,28085.41667,0.793
22/11/1992,2.29,-1.99725,0.495,36071.875,1.0185
23/11/1992,2.1,-6.84725,0.465,27770.20833,0.7841
24/11/1992,0.19,-6.03885,0.435,24678.33333,0.6968
25/11/1992,0.35,-7.3,0.406,24132.91667,0.6814
26/11/1992,0.34,-3.5944,0.377,23073.95833,0.6515
27/11/1992,3.87,-0.6722,0.349,25223.75,0.7122
28/11/1992,0.72,0.0278,0.321,29201.04167,0.8245
29/11/1992,16.31,-0.1,0.294,27483.33333,0.776
30/11/1992,1.82,-3.3611,0.267,27483.33333,0.776
01/12/1992,3.08,-4.1833,0.241,25223.75,0.7122
02/12/1992,36.62,-3.29445,0.215,23073.95833,0.6515
03/12/1992,4.63,1.03055,0.19,34067.29167,0.9619
04/12/1992,10.85,-0.075,0.166,45234.16667,1.2772
05/12/1992,7.92,-5,0.142,39223.95833,1.1075
06/12/1992,3.71,-5.3667,0.118,34641.04167,0.9781
07/12/1992,0.48,-7.13885,0.096,31779.375,0.8973
08/12/1992,0.25,-11.125,0.073,24965.20833,0.7049
09/12/1992,0.14,-10.275,0.052,21760,0.6144
10/12/1992,3.55,-6.3889,0.031,25507.08333,0.7202
11/12/1992,0.96,-0.5611,0.01,29201.04167,0.8245
12/12/1992,0,0.06665,0,28630.83333,0.8084
13/12/1992,0.08,-3.07225,0,27685.20833,0.7817
14/12/1992,0.25,-3.38335,0,24791.66667,0.7
15/12/1992,0.69,1.9222,0,25280.41667,0.7138
16/12/1992,0,0.47775,0,28113.75,0.7938
17/12/1992,0.22,-0.14725,0,27628.54167,0.7801
18/12/1992,0.54,-3.05,0,26852.91667,0.7582
19/12/1992,0.81,-5.86115,0,24908.54167,0.7033
20/12/1992,2.94,-4.35275,0,24019.58333,0.6782
21/12/1992,19.22,-2.0194,0,30348.54167,0.8569
22/12/1992,34.98,0.9111,0,69855.83333,1.9724
23/12/1992,3.96,1.14445,0,79875.20833,2.2553
24/12/1992,11.85,-0.10555,0,66707.29167,1.8835
25/12/1992,56.57,1.125,0,118525.4167,3.3466
26/12/1992,23.05,4.525,0,292021.0417,8.2453
27/12/1992,11.19,4.5139,0,303471.25,8.5686
28/12/1992,2.6,1.3167,0,241060,6.8064
29/12/1992,0.14,-1.6889,0,182654.375,5.1573
30/12/1992,22.55,-0.4889,0,176357.2917,4.9795
31/12/1992,0.08,1.2111,0,183801.875,5.1897
01/01/1993,0.08,2.225,0,158893.3333,4.4864
02/01/1993,0,1.3444,0,140285.4167,3.961
03/01/1993,0,0.6861,0,125109.375,3.5325
04/01/1993,0.75,-0.54445,0,112798.5417,3.1849
05/01/1993,0,0.17225,0,103923.125,2.9343
06/01/1993,0,-1.6917,0,94477.5,2.6676
07/01/1993,0,-1.8639,0,88750.625,2.5059
08/01/1993,0,-3.34165,0,81306.04167,2.2957
09/01/1993,0,-2.0861,0,77300.41667,2.1826
10/01/1993,0,-3.9389,0,72147.29167,2.0371
11/01/1993,0,-4.42225,0,64702.70833,1.8269
12/01/1993,0,-4.8611,0,62411.25,1.7622
13/01/1993,0,-5.00555,0,62698.125,1.7703
14/01/1993,0,-4.1861,0,58118.75,1.641
15/01/1993,0,-4.5833,0,53535.83333,1.5116
16/01/1993,0,-4.98055,0,50961.04167,1.4389
17/01/1993,3.66,-4.5,0,49243.33333,1.3904
18/01/1993,0,-2.05,0,52678.75,1.4874
19/01/1993,0,-1.0889,0,51531.25,1.455
20/01/1993,0,-1.2722,0,48956.45833,1.3823
21/01/1993,0,-0.04445,0,46951.875,1.3257
22/01/1993,0.56,1.0889,0,46665,1.3176
23/01/1993,13.92,1.1361,0,50387.29167,1.4227
24/01/1993,16.78,0.32225,0,60123.33333,1.6976
25/01/1993,2.05,-0.2,0,52391.875,1.4793
26/01/1993,1.56,-2.80555,0,47812.5,1.35
27/01/1993,1.81,-1.7972,0,47238.75,1.3338
28/01/1993,3.21,-0.15555,0,46665,1.3176
29/01/1993,0.15,-0.225,0,45521.04167,1.2853
30/01/1993,0.08,-1.32225,0,43516.45833,1.2287
31/01/1993,1.16,-1.14725,0,42372.5,1.1964
01/02/1993,0,-1.6722,0,41798.75,1.1802
02/02/1993,0,-4.93055,0,37789.58333,1.067
03/02/1993,0,-5.2722,0,33783.95833,0.9539
04/02/1993,0,-5.5222,0,34927.91667,0.9862
05/02/1993,0,-5.525,0,34641.04167,0.9781
06/02/1993,0.4,-6.15835,0,35785,1.0104
07/02/1993,0,-3.7972,0,36932.5,1.0428
08/02/1993,0.75,-1.9361,0,37219.375,1.0509
09/02/1993,4.13,-6.90275,0.012,36071.875,1.0185
10/02/1993,0.08,-10.7889,0.032,25567.29167,0.7219
11/02/1993,12.34,-10.7389,0.053,23619.375,0.6669
12/02/1993,29.76,-6.45275,0.075,37219.375,1.0509
13/02/1993,5.81,-0.2583,0.097,43516.45833,1.2287
14/02/1993,19.22,0.7361,0.12,58405.625,1.6491
15/02/1993,3.78,0.4222,0.143,65846.66667,1.8592
16/02/1993,40.82,1.0778,0.167,91615.83333,2.5868
17/02/1993,8.07,1.2028,0.192,135702.5,3.8316
18/02/1993,5.61,1.3389,0.217,108506.0417,3.0637
19/02/1993,21.94,2.10835,0.242,116233.9583,3.2819
20/02/1993,1.32,-1.2472,0.269,120243.125,3.3951
21/02/1993,0.3,-0.31945,0.295,103639.7917,2.9263
22/02/1993,0,1.1111,0.323,91328.95833,2.5787
23/02/1993,0,3.1972,0.35,83597.5,2.3604
24/02/1993,1.02,3.3389,0.379,79018.125,2.2311
25/02/1993,2.34,2.3917,0.407,77300.41667,2.1826
26/02/1993,6.43,1.76385,0.437,74151.875,2.0937
27/02/1993,0.95,0.84165,0.466,70712.91667,1.9966
28/02/1993,0,-0.0833,0.497,67277.5,1.8996
01/03/1993,1.01,-0.5139,0.527,64702.70833,1.8269
02/03/1993,0.86,-0.06665,0.558,62698.125,1.7703
03/03/1993,0,0.23885,0.59,60980.41667,1.7218
04/03/1993,0.28,1.79445,0.622,59836.45833,1.6895
05/03/1993,0.89,-0.0806,0.655,58405.625,1.6491
06/03/1993,0,-0.3361,0.687,56114.16667,1.5844
07/03/1993,0,-0.2167,0.721,53822.70833,1.5197
08/03/1993,0.01,0.9111,0.754,52678.75,1.4874
09/03/1993,0.06,1.28055,0.789,51247.91667,1.447
10/03/1993,0,1.7167,0.823,50387.29167,1.4227
11/03/1993,0,2.6972,0.858,50100.41667,1.4146
12/03/1993,0,3.49445,0.893,50387.29167,1.4227
13/03/1993,0,3.4917,0.929,50961.04167,1.4389
14/03/1993,0,3.1139,0.965,51531.25,1.455
15/03/1993,0.31,3.91385,1.001,52105,1.4712
16/03/1993,12.43,1.3333,1.037,55827.29167,1.5763
17/03/1993,3.41,-0.48055,1.074,55540.41667,1.5682
18/03/1993,0.58,-0.56945,1.111,52391.875,1.4793
19/03/1993,0,0.5028,1.149,50961.04167,1.4389
20/03/1993,0,3.11665,1.187,50961.04167,1.4389
21/03/1993,0.12,2.34445,1.225,50674.16667,1.4308
22/03/1993,9.82,3.2111,1.263,50961.04167,1.4389
23/03/1993,0.87,1.8889,1.301,52391.875,1.4793
24/03/1993,0.25,3.525,1.34,50387.29167,1.4227
25/03/1993,6.14,3.01945,1.379,50674.16667,1.4308
26/03/1993,26.61,1.9889,1.418,56687.91667,1.6006
27/03/1993,1.22,3.9111,1.457,59262.70833,1.6733
28/03/1993,0.81,3.12775,1.497,58118.75,1.641
29/03/1993,15.52,1.95,1.536,58975.83333,1.6652
30/03/1993,4.41,-0.24165,1.576,60693.54167,1.7137
31/03/1993,2.8,1.79445,1.616,58118.75,1.641
01/04/1993,6.4,1.425,1.656,62124.375,1.7541
02/04/1993,1.06,0.11945,1.697,59549.58333,1.6814
03/04/1993,8.6,-0.3611,1.737,58975.83333,1.6652
04/04/1993,0.43,-0.4639,1.778,57258.125,1.6167
05/04/1993,8.51,3.2528,1.818,56401.04167,1.5925
06/04/1993,2.27,0.4417,1.859,58688.95833,1.6571
07/04/1993,1.71,-0.875,1.899,56971.25,1.6086
08/04/1993,0.84,-1.21945,1.94,54970.20833,1.5521
09/04/1993,8.21,0.7222,1.981,57545,1.6248
10/04/1993,0.11,0.4472,2.022,55827.29167,1.5763
11/04/1993,4.52,0.53615,2.063,55540.41667,1.5682
12/04/1993,8.52,1.11945,2.104,58405.625,1.6491
13/04/1993,1.08,0.43055,2.144,55540.41667,1.5682
14/04/1993,0.23,4.35,2.185,54970.20833,1.5521
15/04/1993,0,7.5,2.226,59836.45833,1.6895
16/04/1993,0,7.9417,2.267,71860.41667,2.029
17/04/1993,0,5.7889,2.307,77587.29167,2.1907
18/04/1993,0,7.21665,2.348,84458.125,2.3847
19/04/1993,0,10.1917,2.389,100487.7083,2.8373
20/04/1993,1.2,7.98055,2.429,115950.625,3.2739
21/04/1993,3.94,4.84165,2.469,122247.7083,3.4517
22/04/1993,4.36,5.71945,2.51,118525.4167,3.3466
23/04/1993,1.2,11.49165,2.55,139711.6667,3.9448
24/04/1993,11.43,9.5861,2.59,219586.875,6.2001
25/04/1993,1.38,6.17775,2.63,223022.2917,6.2971
26/04/1993,6.48,6.18055,2.669,195252.0833,5.513
27/04/1993,2.3,6.925,2.709,188955,5.3352
28/04/1993,8.17,7.53055,2.748,198974.375,5.6181
29/04/1993,2.34,10.34445,2.787,254227.9167,7.1782
30/04/1993,0,12.44445,2.826,286294.1667,8.0836
01/05/1993,0.75,12.4528,2.865,337825.4167,9.5386
02/05/1993,0.76,7.59445,2.903,360729.375,10.1853
03/05/1993,0,3.73615,2.942,268830.2083,7.5905
04/05/1993,4.75,2.25,2.98,229036.0417,6.4669
05/05/1993,1.27,1.05,3.017,196396.0417,5.5453
06/05/1993,0.44,2.6111,3.055,176644.1667,4.9876
07/05/1993,0.15,2.925,3.092,159180.2083,4.4945
08/05/1993,0.82,3.79165,3.129,146869.375,4.1469
09/05/1993,0.09,4.4333,3.165,133984.7917,3.7831
10/05/1993,13.54,5.28335,3.201,135989.375,3.8397
11/05/1993,16.01,4.49165,3.237,145725.4167,4.1146
12/05/1993,0.32,4.4028,3.273,135989.375,3.8397
13/05/1993,0.32,5.85,3.308,124539.1667,3.5164
14/05/1993,7.98,6.9639,3.343,127974.5833,3.6134
15/05/1993,11.83,4.89445,3.377,148013.3333,4.1792
16/05/1993,1.63,4.40835,3.411,142573.3333,4.0256
17/05/1993,0.23,7.2722,3.445,135132.2917,3.8155
18/05/1993,0.01,8.26945,3.478,137707.0833,3.8882
19/05/1993,4.42,9.6583,3.511,149731.0417,4.2277
20/05/1993,6.67,9.8611,3.544,178361.875,5.0361
21/05/1993,38.75,8.7778,3.576,314925,8.892
22/05/1993,3.11,7.25555,3.607,435168.125,12.2871
23/05/1993,2.02,10.86665,3.638,323513.5417,9.1345
24/05/1993,1.09,11.89725,3.669,323513.5417,9.1345
25/05/1993,8.84,11.71945,3.699,332102.0833,9.377
26/05/1993,0.74,11.18335,3.729,326375.2083,9.2153
27/05/1993,0,10.3722,3.758,297744.375,8.4069
28/05/1993,0,10.6528,3.787,274557.0833,7.7522
29/05/1993,0,12.5361,3.815,266825.625,7.5339
30/05/1993,7.62,12.6,3.843,267969.5833,7.5662
31/05/1993,1.62,10.40835,3.87,289155.8333,8.1644
01/06/1993,0.66,9.3583,3.897,243351.4583,6.8711
02/06/1993,2.76,10.04445,3.923,216151.4583,6.1031
03/06/1993,0.44,9.8917,3.949,224453.125,6.3375
04/06/1993,8.74,9.7389,3.974,213860,6.0384
05/06/1993,9,13.3972,3.998,221591.4583,6.2567
06/06/1993,18.83,12.0417,4.022,297744.375,8.4069
07/06/1993,14.72,7.85275,4.045,271691.875,7.6713
08/06/1993,23.74,7.4333,4.068,346417.5,9.7812
09/06/1993,5.87,7.90835,4.09,386498.5417,10.9129
10/06/1993,3.23,7.98335,4.112,317786.6667,8.9728
11/06/1993,5.38,9.33615,4.133,275701.0417,7.7845
12/06/1993,20.78,7.92775,4.154,266538.75,7.5258
13/06/1993,1.24,6.1417,4.173,266538.75,7.5258
14/06/1993,9.42,5.9639,4.192,245639.375,6.9357
15/06/1993,0.12,9.1111,4.211,229322.9167,6.475
16/06/1993,26.17,8.23335,4.229,240773.125,6.7983
17/06/1993,4.69,6.125,4.246,297744.375,8.4069
18/06/1993,15.86,6.4722,4.263,262816.4583,7.4207
19/06/1993,15.1,10.3972,4.279,383633.3333,10.832
20/06/1993,3.81,10.81385,4.294,386498.5417,10.9129
21/06/1993,1.47,9.275,4.309,329236.875,9.2961
22/06/1993,3.33,12.06665,4.323,280854.1667,7.93
23/06/1993,0.05,11.5611,4.337,264821.0417,7.4773
24/06/1993,0.31,9.95,4.349,235046.25,6.6366
25/06/1993,0,13.30555,4.361,209280.625,5.9091
26/06/1993,0.04,14.73055,4.373,192960.625,5.4483
27/06/1993,0.04,12.79725,4.383,180653.3333,5.1008
28/06/1993,0.31,10.225,4.394,162328.75,4.5834
29/06/1993,0,12.33335,4.403,145725.4167,4.1146
30/06/1993,2.76,15.79165,4.412,134845.4167,3.8074
01/07/1993,0.28,15.3222,4.42,131696.875,3.7185
02/07/1993,0.46,13.01665,4.427,122534.5833,3.4598
03/07/1993,0.19,15.4778,4.433,110510.625,3.1203
04/07/1993,0,17.25,4.439,101922.0833,2.8778
05/07/1993,0.06,18.88335,4.445,95051.25,2.6838
06/07/1993,29.67,17.6083,4.449,97339.16667,2.7484
07/07/1993,11.69,9.05835,4.453,131696.875,3.7185
08/07/1993,0.04,9.04445,4.456,111080.8333,3.1364
09/07/1993,0,12.54445,4.459,91615.83333,2.5868
10/07/1993,0,13.025,4.46,81879.79167,2.3119
11/07/1993,0.1,13.1278,4.461,75869.58333,2.1422
12/07/1993,0.14,14.175,4.462,70999.79167,2.0047
13/07/1993,0,14.08055,4.461,66994.16667,1.8916
14/07/1993,0,11.3389,4.46,63271.875,1.7865
15/07/1993,0,13.36385,4.458,59549.58333,1.6814
16/07/1993,0.2,15.06665,4.456,56114.16667,1.5844
17/07/1993,0,16.39725,4.453,53248.95833,1.5035
18/07/1993,2.37,15.6861,4.449,50674.16667,1.4308
19/07/1993,0,15.4528,4.444,48956.45833,1.3823
20/07/1993,0,15.40275,4.439,46094.79167,1.3015
21/07/1993,0.02,15.10275,4.433,43803.33333,1.2368
22/07/1993,0,14.68055,4.426,41511.875,1.1721
23/07/1993,0,14.51665,4.419,39507.29167,1.1155
24/07/1993,1.31,14.6389,4.411,37789.58333,1.067
25/07/1993,3.42,14.81665,4.402,37219.375,1.0509
26/07/1993,1.32,14.39165,4.393,39223.95833,1.1075
27/07/1993,0.06,15.76665,4.383,36358.75,1.0266
28/07/1993,0.22,17.2083,4.372,34067.29167,0.9619
29/07/1993,0,15.74165,4.361,32066.25,0.9054
30/07/1993,0,12.85275,4.349,30631.875,0.8649
31/07/1993,0,13.4028,4.336,29487.91667,0.8326
01/08/1993,0.11,15.20835,4.322,28315.625,0.7995
02/08/1993,0.12,15.1972,4.308,27370,0.7728
03/08/1993,0,14.8028,4.294,26569.58333,0.7502
04/08/1993,0,15.40555,4.278,25538.95833,0.7211
05/08/1993,0,15.5472,4.262,24621.66667,0.6952
06/08/1993,0,16.7,4.245,23676.04167,0.6685
07/08/1993,0,18.2889,4.228,22847.29167,0.6451
08/08/1993,0.01,18.55,4.21,21986.66667,0.6208
09/08/1993,0,17.9028,4.191,21101.25,0.5958
10/08/1993,0,17.81115,4.172,20155.625,0.5691
11/08/1993,0,18.38885,4.152,19755.41667,0.5578
12/08/1993,0.05,18.66665,4.132,19153.33333,0.5408
13/08/1993,0.51,19.3389,4.111,18579.58333,0.5246
14/08/1993,0.46,19.81665,4.089,18066.04167,0.5101
15/08/1993,0.14,18.36665,4.067,17520.625,0.4947
16/08/1993,0,19.075,4.044,17290.41667,0.4882
17/08/1993,0.12,19.1333,4.021,16691.875,0.4713
18/08/1993,0,17.9611,3.997,16174.79167,0.4567
19/08/1993,1.61,15.7778,3.972,16259.79167,0.4591
20/08/1993,3.93,16.7972,3.947,17205.41667,0.4858
21/08/1993,0.02,15.43055,3.922,16231.45833,0.4583
22/08/1993,0,14.96665,3.895,15487.70833,0.4373
23/08/1993,0,16.38055,3.869,14945.83333,0.422
24/08/1993,0.03,17.74445,3.841,14457.08333,0.4082
25/08/1993,0.01,18.5472,3.814,13943.54167,0.3937
26/08/1993,0.12,18.59165,3.785,13543.33333,0.3824
27/08/1993,0,16.66385,3.757,13139.58333,0.371
28/08/1993,0,15.3389,3.727,12969.58333,0.3662
29/08/1993,0,15.07225,3.698,12796.04167,0.3613
30/08/1993,13.58,12.65555,3.667,14287.08333,0.4034
31/08/1993,0.19,11.23055,3.637,17722.5,0.5004
01/09/1993,3.38,13.8611,3.606,16748.54167,0.4729
02/09/1993,1.41,12.6472,3.574,15229.16667,0.43
03/09/1993,0,11.175,3.542,14315.41667,0.4042
04/09/1993,0,11.9972,3.509,13741.66667,0.388
05/09/1993,0,12.8722,3.476,13082.91667,0.3694
06/09/1993,0,13.10555,3.443,12711.04167,0.3589
07/09/1993,0,15.21115,3.409,12367.5,0.3492
08/09/1993,0,16.5028,3.375,12023.95833,0.3395
09/09/1993,0,16.71945,3.341,11652.08333,0.329
10/09/1993,0,15.1083,3.306,11280.20833,0.3185
11/09/1993,0,14.11665,3.271,11078.33333,0.3128
12/09/1993,0,14.85835,3.235,10908.33333,0.308
13/09/1993,0,14.525,3.199,10649.79167,0.3007
14/09/1993,0,13.925,3.163,10479.79167,0.2959
15/09/1993,0,14.4583,3.127,10306.25,0.291
16/09/1993,0,15.9444,3.09,10076.04167,0.2845
17/09/1993,0,17.3972,3.053,9849.375,0.2781
18/09/1993,0,17.5,3.015,9675.833333,0.2732
19/09/1993,6.31,13.1222,2.977,9792.708333,0.2765
20/09/1993,0.02,6.2861,2.939,11336.875,0.3201
21/09/1993,3.57,7.06665,2.901,12197.5,0.3444
22/09/1993,1.66,5.13335,2.863,12569.375,0.3549
23/09/1993,0,4.77225,2.824,12310.83333,0.3476
24/09/1993,2.06,4.35,2.785,11450.20833,0.3233
25/09/1993,13.21,5.2639,2.746,12597.70833,0.3557
26/09/1993,1.09,4.21665,2.707,13741.66667,0.388
27/09/1993,29.85,6.16945,2.667,15746.25,0.4446
28/09/1993,5.29,7.51665,2.627,28630.83333,0.8084
29/09/1993,0.51,6.43885,2.588,22988.95833,0.6491
30/09/1993,0.64,6.39725,2.548,18494.58333,0.5222
01/10/1993,0,8.01945,2.507,15717.91667,0.4438
02/10/1993,3.58,5.5861,2.467,14917.5,0.4212
03/10/1993,1.64,3.35555,2.427,15087.5,0.426
04/10/1993,0.13,1.8361,2.386,14287.08333,0.4034
05/10/1993,0,1.95555,2.346,13713.33333,0.3872
06/10/1993,0,4.95835,2.305,13111.25,0.3702
07/10/1993,6.75,4.99445,2.264,13111.25,0.3702
08/10/1993,2.66,3.54725,2.224,14258.75,0.4026
09/10/1993,11.64,2.9667,2.183,15604.58333,0.4406
10/10/1993,16.04,2.575,2.142,17605.625,0.4971
